subject,task,window_start_sec,window_end_sec,video_path,angry,disgust,fear,happy,sad,surprise,neutral,emotion_confidence,dominant_emotion,emotion_stress,frames_analyzed
s13,T3,90.0,150.0,H:\s11_to_s20\s13\vid_s13_T3.avi,0.026535570837877682,0.009848240171486231,0.03516631481177009,0.009527022067531752,0.4439899935500402,0.032971621657339516,0.4419612369039545,0.4439899935500402,sad,0.5387662746259042,3
s13,T3,120.0,180.0,H:\s11_to_s20\s13\vid_s13_T3.avi,0.01789144803238935,0.00018804557970495946,0.25136230167930235,0.022221951878213325,0.11760477375416956,0.000681724384374611,0.5900497546918458,0.5900497546918458,neutral,0.5059652442013951,3
s14,T1,0.0,60.0,H:\s11_to_s20\s14\vid_s14_T1.avi,0.04415119530643994,0.02231599047020792,0.20942328672647262,0.1429961759646137,0.07081647102697615,0.009967102252602035,0.5003297782526875,0.5003297782526875,neutral,0.4708202295752395,3
s14,T1,30.0,90.0,H:\s11_to_s20\s14\vid_s14_T1.avi,0.10741000397097424,6.58895240397528e-06,0.01611522230475993,0.07394935826369527,0.019254434530746458,0.20099931544204552,0.5822650765353746,0.5822650765353746,neutral,0.42367894795750755,3
s14,T1,60.0,120.0,H:\s11_to_s20\s14\vid_s14_T1.avi,0.07821087608354917,0.018135447454432255,0.13442684287835396,0.0583573084088631,0.21206209249881633,0.05613111688245224,0.442676315793533,0.442676315793533,neutral,0.5248811790344765,3
s14,T1,90.0,150.0,H:\s11_to_s20\s14\vid_s14_T1.avi,0.05752417399633735,6.010161141070342e-07,0.06855487050184723,0.15706103385208794,0.12289733669443025,0.006541969237632173,0.5874200147015509,0.5874200147015509,neutral,0.4126209441131572,3
s14,T1,120.0,180.0,H:\s11_to_s20\s14\vid_s14_T1.avi,0.00308353719334627,1.1725781175928593e-09,0.28021749304789373,0.03492903650778271,0.20362682058700846,0.0005758174352607832,0.47756729405612997,0.47756729405612997,neutral,0.5466884707241418,3
s14,T2,0.0,60.0,H:\s11_to_s20\s14\vid_s14_T2.avi,0.06240435075591911,0.04081108943644871,0.10931665637037961,0.3947338230245072,0.18632106309369645,0.07968336425626826,0.12672965306278072,0.3947338230245072,happy,0.4601767722292532,3
s14,T2,30.0,90.0,H:\s11_to_s20\s14\vid_s14_T2.avi,0.11060375368691135,0.09321189035441635,0.12387843200950532,0.013082479484678333,0.15172696415138023,0.1536135584855147,0.3538829218275937,0.3538829218275937,neutral,0.5664920082467106,3
s14,T2,60.0,120.0,H:\s11_to_s20\s14\vid_s14_T2.avi,0.1232552942740651,0.0013016862992909302,0.19320698450315235,0.1316742647712971,0.17332828410026413,0.008617175559079576,0.3686163104928509,0.3686163104928509,neutral,0.5349097170566791,3
s14,T2,90.0,150.0,H:\s11_to_s20\s14\vid_s14_T2.avi,0.12436186847306384,0.00026201145909928087,0.17042141181598802,0.13771722605503367,0.12649327071681496,0.18090889791039275,0.2598353135696075,0.2598353135696075,neutral,0.5430373124132316,3
s14,T2,120.0,180.0,H:\s11_to_s20\s14\vid_s14_T2.avi,0.005570115381370471,6.292391630753732e-09,0.0543542199963204,0.33914729861173837,0.010297207916081701,0.278063896940474,0.3125672548616234,0.33914729861173837,happy,0.37207435190346694,3
s14,T3,0.0,60.0,H:\s11_to_s20\s14\vid_s14_T3.avi,0.06898844713263891,6.637125516265051e-05,0.3442056557906256,0.04588883742687575,0.10602027050467742,0.0370516830375852,0.3977787348524346,0.3977787348524346,neutral,0.5800729039053099,3
s14,T3,30.0,90.0,H:\s11_to_s20\s14\vid_s14_T3.avi,0.1749946981511541,0.0003109432775925234,0.25714710461246715,0.036854626453501606,0.05275232728889593,0.040517041156979385,0.4374232590594092,0.4374232590594092,neutral,0.5656575628152682,3
s14,T3,60.0,120.0,H:\s11_to_s20\s14\vid_s14_T3.avi,0.068028167476042,3.390592391724254e-05,0.21541523058044407,0.0246701291363283,0.0075582468263549266,0.1352614522190114,0.5490328678379021,0.5490328678379021,neutral,0.49751541339057437,3
s14,T3,90.0,150.0,H:\s11_to_s20\s14\vid_s14_T3.avi,0.10602231592025517,0.019353702310988832,0.31247865231647975,0.022280437653907748,0.09040821405862691,0.011449164203481072,0.43800751353626044,0.43800751353626044,neutral,0.579149062320117,3
s14,T3,120.0,180.0,H:\s11_to_s20\s14\vid_s14_T3.avi,0.015437766907470089,0.03178193712269525,0.05185888683020689,0.045759704268860564,0.029139591422567567,0.2201524815799207,0.6058696318682789,0.6058696318682789,neutral,0.4222213842345339,3
s15,T1,0.0,60.0,H:\s11_to_s20\s15\vid_s15_T1.avi,0.27808569145293105,9.811707483822172e-05,0.08638730180335029,0.07986029967572879,0.021840858655714484,0.008119579383254395,0.5256081519541828,0.5256081519541828,neutral,0.49872512876595665,3
s15,T1,30.0,90.0,H:\s11_to_s20\s15\vid_s15_T1.avi,0.08249975943141892,2.5945646684696634e-05,0.18795422662373582,0.12947225550048114,0.3483600963026614,0.01488555631229208,0.23680216018272604,0.3483600963026614,sad,0.5838665657732919,3
s15,T1,60.0,120.0,H:\s11_to_s20\s15\vid_s15_T1.avi,0.029169721669679616,3.234584463829131e-06,0.30132818377984166,0.0706356254779836,0.44625262040683333,0.0038304269045765157,0.1487801871766215,0.44625262040683333,sad,0.6631996270390376,3
s15,T1,90.0,150.0,H:\s11_to_s20\s15\vid_s15_T1.avi,0.09791075931935476,9.757055926235948e-06,0.18865384029409926,0.09267298822863028,0.22075009256418657,0.01730049089315271,0.38270207164465014,0.38270207164465014,neutral,0.5462921439483879,3
s15,T1,120.0,180.0,H:\s11_to_s20\s15\vid_s15_T1.avi,0.11894354226895339,6.194473588907829e-06,0.11379586058672164,0.05287619351818121,0.3295277460857353,0.002429388073514555,0.382421074993305,0.382421074993305,neutral,0.5623741270092092,3
s15,T2,0.0,60.0,H:\s11_to_s20\s15\vid_s15_T2.avi,0.17169109236831118,0.00023276671277498652,0.17856264791435075,0.01405232742176782,0.42151831726599737,0.04665853625742431,0.16728431205937347,0.42151831726599737,sad,0.6745051881545532,3
s15,T2,30.0,90.0,H:\s11_to_s20\s15\vid_s15_T2.avi,0.007733960556461632,1.1797277421439258e-05,0.3114068835030723,0.010462588609026857,0.19697110602181736,0.0005009593203290979,0.47291270471187136,0.47291270471187136,neutral,0.5662010969907405,3
s15,T2,60.0,120.0,H:\s11_to_s20\s15\vid_s15_T2.avi,0.148657162430263,0.009790748390738731,0.19212340583230728,0.09293176699643603,0.11121113254949534,0.11099891327759692,0.3342868705231627,0.3342868705231627,neutral,0.5537092681724594,3
s15,T2,90.0,150.0,H:\s11_to_s20\s15\vid_s15_T2.avi,0.043847957524376514,2.1385244948299073e-06,0.18271760551489516,0.0659156251935372,0.15138533513347927,0.003303593479894748,0.5528277446293223,0.5528277446293223,neutral,0.4899738934300856,3
s15,T2,120.0,180.0,H:\s11_to_s20\s15\vid_s15_T2.avi,0.1190904571618625,6.290406615547756e-05,0.12381144380000832,0.17983580993412449,0.028370615733478904,0.012301829899138467,0.5365269394052318,0.5365269394052318,neutral,0.4318067838949303,3
s15,T3,0.0,60.0,H:\s11_to_s20\s15\vid_s15_T3.avi,0.013539060202440506,0.015402065235421624,0.22440261470365774,0.20229810877785184,0.39346394551264624,0.08291346356068696,0.06798074200729502,0.39346394551264624,sad,0.5991108177699791,3
s15,T3,30.0,90.0,H:\s11_to_s20\s15\vid_s15_T3.avi,0.053060020021459486,0.003941884285687285,0.21110534903349168,0.04000651228113806,0.4725380999048476,0.049321358154184,0.17002677631919194,0.4725380999048476,sad,0.6535319635589407,3
s15,T3,60.0,120.0,H:\s11_to_s20\s15\vid_s15_T3.avi,0.1017469157965829,3.4453524353787485e-05,0.1598009157042449,0.13359843820224915,0.281201526275878,0.011983835711612283,0.31163391478507896,0.31163391478507896,neutral,0.5500785195500841,3
s15,T3,90.0,150.0,H:\s11_to_s20\s15\vid_s15_T3.avi,0.00918509217157972,0.0001551153570842265,0.11383953247306278,0.08881207080258878,0.3545396022246516,3.399562189658826e-05,0.43343459134913637,0.43343459134913637,neutral,0.5141896079521663,3
s15,T3,120.0,180.0,H:\s11_to_s20\s15\vid_s15_T3.avi,0.05837230193766951,8.901956136018562e-09,0.020344685661633773,0.003983844118955857,0.4946696033159963,0.004752830215318679,0.41787672584846985,0.4946696033159963,sad,0.5572046456347195,3
s16,T1,0.0,60.0,H:\s11_to_s20\s16\vid_s16_T1.avi,0.048590183456516556,4.099606300081366e-07,0.0322009908754264,0.03541044668639426,0.3146816254296129,0.0003936737810698912,0.5687226698103499,0.5687226698103499,neutral,0.48139569341432675,3
s16,T1,30.0,90.0,H:\s11_to_s20\s16\vid_s16_T1.avi,0.04765442158828206,1.4155790117410588e-06,0.03894301253551303,0.030832020339054616,0.18381542893440647,0.026126379300339102,0.672627321723393,0.672627321723393,neutral,0.4387331845800144,3
s16,T1,60.0,120.0,H:\s11_to_s20\s16\vid_s16_T1.avi,0.19037571665264066,0.00010707534780103217,0.047971490911699353,0.03096591027783137,0.2054771576512108,0.010917323980256992,0.5141853251785597,0.5141853251785597,neutral,0.5172104014387235,3
s16,T1,90.0,150.0,H:\s11_to_s20\s16\vid_s16_T1.avi,0.0033074824037658385,0.0015839108227787497,0.16763830960453344,0.1862460231030765,0.236977921719972,0.00186079657785061,0.40238555576802276,0.40238555576802276,neutral,0.4801508122068744,3
s16,T1,120.0,180.0,H:\s11_to_s20\s16\vid_s16_T1.avi,0.36640929285683904,0.012401905779082449,0.245723260160948,0.11685245097555204,0.13133812398911868,0.05946240408873343,0.06781256214972634,0.36640929285683904,angry,0.6804267339365337,3
s16,T2,0.0,60.0,H:\s11_to_s20\s16\vid_s16_T2.avi,0.02546507653525357,0.00355915678947385,0.44515867231371037,0.020842429676666024,0.09954881133717579,0.03342647511555211,0.3719993782321683,0.44515867231371037,fear,0.6140283031641127,3
s16,T2,30.0,90.0,H:\s11_to_s20\s16\vid_s16_T2.avi,0.01643989672849629,0.0034255479651629315,0.007375454798223737,0.016755343962697275,0.09222782373936872,0.0029859078769007064,0.8607900249291504,0.8607900249291504,neutral,0.3682654788928525,3
s16,T2,60.0,120.0,H:\s11_to_s20\s16\vid_s16_T2.avi,0.005349666815270406,0.00018954229472639795,0.29315601410981856,0.3229053200184732,0.17978334113856306,0.006555892398791216,0.19206022322435715,0.3229053200184732,happy,0.5062232096801962,3
s16,T2,90.0,150.0,H:\s11_to_s20\s16\vid_s16_T2.avi,0.09731271508627032,1.3087025078002458e-06,0.13724209298147347,0.17592828613025402,0.07175155093174553,0.051665885547346774,0.46609816062040205,0.46609816062040205,neutral,0.4554026976448459,3
s16,T2,120.0,180.0,H:\s11_to_s20\s16\vid_s16_T2.avi,0.007745679775016937,0.002961294429772127,0.06644568235233678,0.11370931358310339,0.26470663316597515,0.1044399916386034,0.43999140505519224,0.43999140505519224,neutral,0.4739847513750989,3
s16,T3,0.0,60.0,H:\s11_to_s20\s16\vid_s16_T3.avi,0.007050976199301148,2.1068221585087715e-07,0.07815918708976659,0.052240582644256295,0.24408306654205106,0.00010507208470151653,0.6183609047577076,0.6183609047577076,neutral,0.4551526252049444,3
s16,T3,30.0,90.0,H:\s11_to_s20\s16\vid_s16_T3.avi,0.03690844553866649,1.9262501402816304e-08,0.1674560007710573,0.007833260316289243,0.07889638222545341,0.02043981298795235,0.6884660788980798,0.6884660788980798,neutral,0.4616307946348507,3
s16,T3,60.0,120.0,H:\s11_to_s20\s16\vid_s16_T3.avi,0.0995031294021662,0.0013400234443930613,0.17800127742639424,0.16344892564073155,0.33563556390024507,0.0004648979391748886,0.22160618224689502,0.33563556390024507,sad,0.5740628900854161,3
s16,T3,90.0,150.0,H:\s11_to_s20\s16\vid_s16_T3.avi,0.07853804461125242,2.995907980444338e-06,0.09686138583330083,0.31426507344701665,0.13780587740508948,0.0006593766327512698,0.3718672461626091,0.3718672461626091,neutral,0.4203127717369099,3
s16,T3,120.0,180.0,H:\s11_to_s20\s16\vid_s16_T3.avi,0.01862322168527821,1.4342724112953866e-06,0.15842567864184606,0.07740828681997766,0.02905504633370749,0.0006843554769783936,0.7158019767698008,0.7158019767698008,neutral,0.41384753256557116,3
s17,T1,0.0,60.0,H:\s11_to_s20\s17\vid_s17_T1.avi,0.12230022601749695,0.13281073193330914,0.21281350981354663,0.17192776127729825,0.035808661097101145,0.14645405580983148,0.1778850540514165,0.21281350981354663,fear,0.5632451428818495,3
s17,T1,30.0,90.0,H:\s11_to_s20\s17\vid_s17_T1.avi,0.20924486167684342,0.10871473790490736,0.22981604360943866,0.11323476541505074,0.06523325383082776,0.03346478263307068,0.2402915549298614,0.2402915549298614,neutral,0.5993146767434843,3
s17,T1,60.0,120.0,H:\s11_to_s20\s17\vid_s17_T1.avi,0.2318610703702814,0.11480970133581296,0.15070829837927138,0.075290779159171,0.08552076284271953,0.14144110460595882,0.20036828330678494,0.2318610703702814,angry,0.608699254513816,3
s17,T1,90.0,150.0,H:\s11_to_s20\s17\vid_s17_T1.avi,0.12530848161303576,0.23032476515227793,0.056971789536244245,0.15825423717889334,0.06226145143372158,0.1661236136851109,0.2007556614007163,0.23032476515227793,disgust,0.5342174535993058,3
s17,T1,120.0,180.0,H:\s11_to_s20\s17\vid_s17_T1.avi,0.19746868337847623,0.2722401222853184,0.15240174701603165,0.04035258738169014,0.06037415277404282,0.08767219403105032,0.1894905131333904,0.2722401222853184,disgust,0.6322292414662021,3
s17,T2,0.0,60.0,H:\s11_to_s20\s17\vid_s17_T2.avi,0.1993121122919459,0.02773213584322491,0.3244731124378207,0.22389894412646605,0.07064672005755908,0.010039968984124577,0.1438970062588588,0.3244731124378207,fear,0.596846161107407,3
s17,T2,30.0,90.0,H:\s11_to_s20\s17\vid_s17_T2.avi,0.02062084905204234,9.662629398803996e-05,0.22588728356817053,0.042812003767420136,0.20289216084700334,0.07614508084131773,0.43154599563005797,0.43154599563005797,neutral,0.542329605706812,3
s17,T2,60.0,120.0,H:\s11_to_s20\s17\vid_s17_T2.avi,0.18212414142333422,0.06715239677482542,0.11874928907177079,0.27930693990788585,0.032580178094658,0.0389894109455246,0.28109764378200114,0.28109764378200114,neutral,0.47742823809840595,3
s17,T2,90.0,150.0,H:\s11_to_s20\s17\vid_s17_T2.avi,0.14625506959345722,0.0005834315280240206,0.1266394096705782,0.33572677775181825,0.16841445973554406,0.07072155505300526,0.15165929666757302,0.33572677775181825,happy,0.49416134855150884,3
s17,T2,120.0,180.0,H:\s11_to_s20\s17\vid_s17_T2.avi,0.05795726644088816,1.5715452848333996e-06,0.0956694805618979,0.4171539842549978,0.36192829280556116,0.00039373243856166544,0.06689567195280847,0.4171539842549978,happy,0.4849851961331287,3
s17,T3,0.0,60.0,H:\s11_to_s20\s17\vid_s17_T3.avi,0.028913945941720937,0.00048056489817530995,0.05196431559941569,0.018744912495608047,0.1645845115038578,0.15328179392638538,0.5820299556348368,0.5820299556348368,neutral,0.4600571141382861,3
s17,T3,30.0,90.0,H:\s11_to_s20\s17\vid_s17_T3.avi,0.04194274087786167,4.284047167373071e-06,0.04278695789810097,0.17219767706381248,0.07753529867774073,0.12654945048172248,0.5389835909535942,0.5389835909535942,neutral,0.398823963857306,3
s17,T3,60.0,120.0,H:\s11_to_s20\s17\vid_s17_T3.avi,0.3394604056755559,0.0007634345626625548,0.02605204283532553,0.16550075096838804,0.10231080637191144,0.026760409015009704,0.33915215057114684,0.3394604056755559,angry,0.5209325253561903,3
s17,T3,90.0,150.0,H:\s11_to_s20\s17\vid_s17_T3.avi,0.18525652566498482,0.01811862573349858,0.23030684288464007,0.1645150767034471,0.374859111658775,0.013260510374918821,0.013683306979735563,0.374859111658775,sad,0.6674699156233701,3
s17,T3,120.0,180.0,H:\s11_to_s20\s17\vid_s17_T3.avi,0.31300986366758426,0.03614452266665755,0.375450115470709,0.07746925282455765,0.062327040283024104,0.12282044342541443,0.012778761662053065,0.375450115470709,fear,0.7245791466255298,3
s18,T1,0.0,60.0,H:\s11_to_s20\s18\vid_s18_T1.avi,0.2135077854181313,0.0003314508837320254,0.16131355043497184,0.00220646294907974,0.42986006104135327,0.009691803714953763,0.18308888555777802,0.42986006104135327,sad,0.6819634755074911,3
s18,T1,30.0,90.0,H:\s11_to_s20\s18\vid_s18_T1.avi,0.21453235784308933,0.012779630338472866,0.15103509882989247,0.01429004211448088,0.39944488786998256,0.023456680842848715,0.18446130216123316,0.39944488786998256,sad,0.6707971869121969,3
s18,T1,60.0,120.0,H:\s11_to_s20\s18\vid_s18_T1.avi,0.3188622913649937,0.01927364585380958,0.16291605609805324,0.01119830654162856,0.3894949345491479,0.030468849921419964,0.06778591567094704,0.3894949345491479,sad,0.7275759684802945,3
